Date,Year,Quarter,Target name,Investors / Buyers,Type,Category,AI,"Size, $m",% acquired,Sector,Segment,Target's Country,Region,Target Founded,Gender,Target's Website,Short Deal Description,Deal Link,Amount_Status,IG_ID,Mapped_Type,Mapped_Category,arc_id,arc_status,arc_name,arc_also_known_as,arc_aliases,arc_type,arc_founded,arc_hq_country,arc_hq_region,arc_ownership,arc_sector,arc_segment,arc_features,arc_specialization,arc_aum,arc_parent_company,arc_transactions_count,arc_was_added,arc_created_by,arc_was_changed,arc_modified_by,arc_search_index
17/01/2025,2025,Q1'25,Mineloader Digital,Winking Studios,Control,M&A,No,27.0,,Gaming,Outsourcing,China,Asia,2003.0,,https://www.mineloader.com/,"Singapore-based outsourcing gaming company Winking Studios has acquired China-based outsourcing art gaming company Mineloader Digital for a total consideration of ~$20m (S$ 27.2m). The deal includes an upfront payment of ~$18m (S$24.5m), with the remaining amount contingent on specific conditions to be met over the next five years. The transaction is expected to close in Q2'25. Mineloader Digital employs 460 staff, while Winking Studios has a team of 800. The acquisition is part of Winking Studios' continued M&A strategy and follows the company's recent $10.1m raise via a dual-listing IPO on the London Stock Exchange.",https://www.winkingworks.com/winking-studios-announces-acquisition-of-mineloader-studios ; https://winking-studios.flint-platform.com/regulatory-news/80492,DISCLOSED,3835,m&a control (incl. lbo/mbo),M&A,,,,,,,,,,,,,,,,,,,,,,
20/01/2025,2025,Q1'25,FURAI,Third Wave,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,Japan,Asia,2022.0,,https://www.furai.jp/en,"FURAI Corporation, operator of the e-sports team ""FR"" specializing in Web3 games, raises a seed round of funding from THIRDWAVE Corporation, developer of the gaming PC brand ""GALLERIA"".",https://www.furai.jp/posts/%20en/DsbK3Hh-,UNDISCLOSED,3841,seed,Early-stage investment,2667.0,IMPORTED,Furai,,,Strategic / CVC,2022.0,Japan,Eastern Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0.0,21/06/2025 20:21,,21/06/2025 20:21,,
20/01/2025,2025,Q1'25,Mimunga,Arbitrum Foundation Grant Program,Grant,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,United States,North America,2025.0,,http://www.mimunga.com/,The Lost Glitches Secures Grant from Arbitrum Foundation,https://gam3s.gg/news/the-lost-glitches-grant-arbitrum/,UNDISCLOSED,3842,accelerator / grant,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
22/01/2025,2025,Q1'25,Sandbox VR,"Gobi Partners (lead) / Abacus Ventures Growth Fund, Hyphen Capital",Series B+,Late-stage VC,No,6.8,,Gaming,VR/AR,United States,North America,2016.0,Men,https://sandboxvr.com/,SLS Client Sandbox VR Raises $6.8MM Round from Gobi Partners and Others,https://www.siliconlegal.com/sls-client-sandbox-vr-raises-6-8mm-round-from-gobi-partners-and-others/,DISCLOSED,3843,undisclosed late-stage,Late-stage investment,925.0,ENABLED,Sandbox VR,,Sandbox,Strategic / CVC,2016.0,USA,North America,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,1.0,21/06/2025 20:11,,29/07/2025 13:15,vsidv1777@gmail.com,"Sandbox VR, US, North America, https://sandboxvr.com/"
22/01/2025,2025,Q1'25,GameTree,SID Venture Partners,Seed round,Early-stage VC,Yes,0.0,,Platform&Tech,Platform,United States,North America,2019.0,Mixed,https://gametree.me/,Ukrainian fund SID Venture Partners invested in 5 AI startups,https://dev.ua/en/news/ukrainskyi-investfond-sid-venture-partners-investuvav-u-5-shi-startapiv-1737379361,UNDISCLOSED,3845,seed,Early-stage investment,3149.0,IMPORTED,GameTree,,,Strategic / CVC,2019.0,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,,0.0,29/06/2025 13:56,,29/06/2025 13:56,,
23/01/2025,2025,Q1'25,CTRL Group (NAS: MCTR),Undisclosed,IPO,Public offering,No,8.0,,Other,Marketing,Hong Kong,Asia,2014.0,,https://www.ctrl-media.com/,CTRL Group Limited Announces Pricing of Initial Public Offering,https://www.globenewswire.com/news-release/2025/01/22/3013393/0/en/CTRL-Group-Limited-Announces-Pricing-of-Initial-Public-Offering.html,DISCLOSED,3847,listing (ipo/spac),Public offering,2787.0,IMPORTED,CTRL Group,NAS: MCTR,CTRL Group (NAS: MCTR),Strategic / CVC,2014.0,Hong Kong,Eastern Asia,Private,Other,,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
23/01/2025,2025,Q1'25,Antistatic Studios,Undisclosed,Seed round,Early-stage VC,No,0.75,,Gaming,PC&Console,Japan,Asia,2021.0,,https://www.antistaticstudios.net/,"Antistatic Studios Secures $749,964 in Seed Round Funding for Groundbreaking Co-op Game 'Phantom Line'",https://www.leadsontrees.com/news/antistatic-studios-secures-749964-in-seed-round-funding-for-groundbreaking-co-op-game-phantom-line,DISCLOSED,3848,seed,Early-stage investment,2786.0,IMPORTED,Antistatic Studios,,,Strategic / CVC,2021.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
27/01/2025,2025,Q1'25,Legendary Gaming Group (LGG),Undisclosed,Seed round,Early-stage VC,No,0.0,,Esports,Esports,Denmark,Western Europe,2024.0,Men,https://www.legendary.gg,"Legendary Gaming Group expands into sim racing, opens new HQ",https://esportsinsider.com/2025/01/legendary-gaming-group-sim-racing-expansion,UNDISCLOSED,3854,seed,Early-stage investment,2789.0,IMPORTED,Legendary Gaming Group,LGG,Legendary Gaming Group (LGG),Strategic / CVC,2024.0,Denmark,Nordic Countries,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
30/01/2025,2025,Q1'25,Blue Dot Games,Undisclosed,Seed round,Early-stage VC,No,0.0,,Gaming,PC&Console,United Kingdom,Western Europe,2023.0,Men,https://www.bluedotgames.com/,"UK-based PC games developer Blue Dot Games has secured an undisclosed sum in a funding round from angel investors. Part of the funding was raised through a Discord channel and will support the development of '83, a Cold War-based first-person shooter (FPS). '83 was developed initially by Antimatter Games, a studio that shut down in 2023 following its acquisition by Enad Global 7 in Sep'19.",https://venturebeat.com/gaming-business/blue-dot-games-brings-83-multiplayer-shooter-back-from-the-dead/,UNDISCLOSED,3858,seed,Early-stage investment,2790.0,IMPORTED,Blue Dot Games,,,Strategic / CVC,2023.0,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
30/01/2025,2025,Q1'25,"Kukouri Mobile - Pixel Worlds, Tiny Troopers (IP sale)",Social First,Control,M&A,No,0.0,100.0,Gaming,Mobile,Finland,Western Europe,2011.0,,http://www.kukouri.com/,"Finland-based games developer Social First has acquired the Pixel Worlds and Tiny Troopers IPs from Finland-based mobile games developer Kukouri Mobile for an undisclosed sum. The acquisition follows Kukouri Mobile's decision to cease game development operations due to Pixel Worlds' lack of commercial success. Social First is currently developing Nexus Station, a successor to Pixel Worlds.",https://www.pocketgamer.biz/kukouri-mobile-shuts-down-game-operations-sells-ips-to-social-first/,UNDISCLOSED,3859,m&a control (incl. lbo/mbo),M&A,2791.0,ENABLED,"Kukouri Mobile - Pixel Worlds, Tiny Troopers (IP sale)","Pixel Worlds, Tiny Troopers","Pixel Worlds, Tiny Troopers IPs",Strategic / CVC,2011.0,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:22,,22/08/2025 20:23,naumvano@gmail.com,"Kukouri Mobile - Pixel Worlds, Tiny Troopers (IP sale), Pixel Worlds, Tiny Troopers, FI, Nordic Countries, http://www.kukouri.com/"
01/02/2025,2025,Q1'25,Gamehaus,Golden Star Acquisition Corporation,SPAC,Public offering,No,0.0,,Gaming,Mobile,China,Asia,2013.0,Men,https://www.gamehaus.com/,,https://mp.weixin.qq.com/s/0wJHmXCwYBy_QFpUx5K4NA,UNDISCLOSED,3863,listing (ipo/spac),Public offering,,,,,,,,,,,,,,,,,,,,,,
02/02/2025,2025,Q1'25,CINEV,"Altos Ventures, Saehan Venture Capital",Series B,Late-stage VC,Yes,8.2,,Platform&Tech,Tech,South Korea,Asia,2019.0,,https://cinev.com/en,Cinamon Raises $8.5 Million to Advance AI-Driven 3D Video Animation Platform,https://www.startupecosystem.ca/news/cinamon-raises-8-5-million-to-advance-ai-driven-3d-video-animation-platform/,DISCLOSED,3864,series b,Late-stage investment,,,,,,,,,,,,,,,,,,,,,,
03/02/2025,2025,Q1'25,NSC Game Studio,Hansco Capital,Control,M&A,No,0.0,100.0,Gaming,Multiplatform,South Korea,Asia,,,https://nscgamestudio.ca/,NSC Game Studio Inc. entered into a business combination agreement to acquire Hansco Capital Corp. (TSXV:HCO.P) in a reverse merger transaction.,https://www.marketscreener.com/quote/stock/HANSCO-CAPITAL-CORP-104414726/news/NSC-Game-Studio-Inc-entered-into-a-business-combination-agreement-to-acquire-Hansco-Capital-Corp--49234358/,UNDISCLOSED,3867,m&a control (incl. lbo/mbo),M&A,,,,,,,,,,,,,,,,,,,,,,
04/02/2025,2025,Q1'25,Bigabid,MobilityWare,Series A,Early-stage VC,Yes,25.0,,Platform&Tech,Tech,Israel,MENA,2015.0,Men,https://www.bigabid.com/,"Israel-based AI gaming ad tech company Bigabid has raised $25m in a Series A funding round led by MobilityWare. Alongside the investment, the two companies have signed a cooperation agreement to support MobilityWare's expansion into media activities within the gaming sector. The funds will be used to enhance Bigabid's developer team. The company provides AI-driven user acquisition and retargeting services for major gaming firms, including SciPlay, Playtika, Zynga, and AppLovin. Bigabid previously secured $3m in Seed funding in 2016.",https://www.bigabid.com/resources/bigabid-raises-25-million-series-a-to-boost-gaming-adtech-growth/,DISCLOSED,3868,series a,Early-stage investment,2795.0,IMPORTED,Bigabid,,,Strategic / CVC,2015.0,Israel,Middle East,Private,Platform & Tech,,AI/ML,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
05/02/2025,2025,Q1'25,SuperGaming,Bandai Namco Entertainment (TYO: 7832),Corporate,Corporate,No,0.0,,Gaming,Mobile,India,Asia,2017.0,Men,https://www.supergaming.com/,India-based mobile games developer SuperGaming has secured an undisclosed amount in a funding round from Bandai Namco Games (TSE: 7832) through its subsidiary O21 Fund. The funds will support the development and expansion of SuperGaming's gaming ecosystem. SuperGaming recently launched its battle royale title Indus and previously secured an undisclosed corporate round from the O21 Fund in Mar'23.,https://gam3s.gg/news/supergaming-funding-bandai-namco/,UNDISCLOSED,3874,undisclosed late-stage,Late-stage investment,754.0,IMPORTED,SuperGaming,,,Strategic / CVC,2017.0,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:10,,21/06/2025 20:10,,
07/02/2025,2025,Q1'25,Macovill,"HYBE IM, Laguna Investment (lead) / Kona Venture Partners, Smart Study Ventures, KC Ventures",Series A+,Early-stage VC,No,3.4,,Gaming,Mobile,South Korea,Asia,2020.0,,https://www.macovill.com/,Macovill Secures Series A2 Investment for Cross-Media Content IP Development,https://en.wowtale.net/2025/02/07/229254/,DISCLOSED,3881,undisclosed early-stage,Early-stage investment,823.0,IMPORTED,Macovill,,,Strategic / CVC,2020.0,South Korea,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:10,,21/06/2025 20:10,,
11/02/2025,2025,Q1'25,Play XD,NPIF II,Seed round,Early-stage VC,No,0.12,,Gaming,VR/AR,United Kingdom,Western Europe,2019.0,Men,https://playxd.co.uk/,"Play XD Ltd, an independent game studio and game-tech software development company based in Chorley, Lancashire, which partners with tech giant Meta, has received a GBP100,000 investment from NPIF II - River Capital & GC Business Finance Smaller Loans.",https://www.prolificnorth.co.uk/news/meta-backed-playxd-scores-major-investment-to-grow-cutting-edge-vr-gaming-in-lancashire-ahead-of-quest-launch/,DISCLOSED,3885,seed,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
12/02/2025,2025,Q1'25,Sad Owl Studios,Dino Patti,Corporate,Corporate,No,0.0,,Gaming,PC&Console,Scotland,Western Europe,2021.0,Men,https://www.sos.games/,"UK-based PC & Console game developer Jumpship has been reacquired by its founder, Dino Patti, for an undisclosed sum. The studio, known for the Somerville title, was acquired by Thunderful Group (ST: THUNDR) in 2022 for $35.4m but faced layoffs in 2024. Additionally, Dino Patti has invested an undisclosed amount in Scotland-based game developer Sad Owl Studios. Through these deals, Patti plans to reboot Jumpship.",https://venturebeat.com/games/dino-patti-reacquires-jumpship-and-makes-investment-in-viewfinder-creator-sad-owl-studios/,UNDISCLOSED,3889,undisclosed late-stage,Late-stage investment,3336.0,IMPORTED,Sad Owl Studios,,,Strategic / CVC,2021.0,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,05/07/2025 18:35,,08/07/2025 06:07,naumvano@gmail.com,"Sad Owl Studios, GB, British Isles, https://www.sos.games/"
14/02/2025,2025,Q1'25,NEKCOM Games,GCL Global Holdings (NASDAQ: GCL),Minority,M&A,No,0.0,20.0,Gaming,PC&Console,China,Asia,2011.0,Men,http://nekcomgames.com,"GCL Acquired 20% of NEKCOM Inc. and Obtained Global Publishing Rights for its Upcoming Game ""SHOWA AMERICAN STORY""",https://www.globenewswire.com/news-release/2025/02/14/3026602/0/en/GCL-Acquired-20-of-NEKCOM-Inc-and-Obtained-Global-Publishing-Rights-for-its-Upcoming-Game-SHOWA-AMERICAN-STORY.html,UNDISCLOSED,3891,m&a minority,M&A,2065.0,IMPORTED,NEKCOM Games,,,Strategic / CVC,2011.0,China,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:17,,21/06/2025 20:17,,
20/02/2025,2025,Q1'25,GINX TV,Guild Esports and Gaming,Corporate,Corporate,No,0.0,25.0,Esports,Esports,United Kingdom,Western Europe,2007.0,,https://www.ginx.tv/en/shows,,https://esportsinsider.com/2025/02/ginx-tv-guild-esports-relocation,UNDISCLOSED,3899,undisclosed late-stage,Late-stage investment,2808.0,IMPORTED,GINX TV,,,Strategic / CVC,2007.0,United Kingdom,British Isles,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
27/02/2025,2025,Q1'25,1312 Interactive,Undisclosed,Seed round,Early-stage VC,No,0.0,,Gaming,PC&Console,India,Asia,2024.0,Men,https://www.1312interactive.com/,"India-based PC & Console game publisher 1312 Interactive has raised an undisclosed amount in a pre-Seed funding round from various angel investors. The publisher will focus on AA and indie puzzle and narrative titles globally and plans to release three upcoming games: Winds of Arcana, Palm Sugar: A Village Story, and Souls of Bombarika. In the future, the company aims to expand its pipeline to 6-8 titles per year.",https://www.linkedin.com/feed/update/urn:li:activity:7300884905171828736/,UNDISCLOSED,3909,seed,Early-stage investment,2814.0,IMPORTED,1312 Interactive,,,Strategic / CVC,2024.0,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
28/02/2025,2025,Q1'25,REKiNDLED Studios,Undisclosed,Seed round,Early-stage VC,No,0.28,,Platform&Tech,Tech,United Kingdom,Western Europe,2022.0,,https://www.rekindled.uk/,"UK-based animation company REKiNDLED Studios has raised $283k (GBP225k) in a funding round led by angel investors, including the co-founders of Lvl Up Partners, Finstock Capital, and The Multiplayer Group. The funds will be used to expand the team, including new leadership roles, enhance production capabilities, and invest in technology. REKiNDLED Studios' portfolio includes work with Fuse Games, BBC, and Humanoid Studios and contributions to titles such as Marauders, Deceit 2, and Nyan Heroes.",https://www.gamesindustry.biz/rekindled-studios-raises-225000-in-funding-round,DISCLOSED,3912,seed,Early-stage investment,2818.0,IMPORTED,REKiNDLED Studios,,,Strategic / CVC,2022.0,United Kingdom,British Isles,Private,Platform & Tech,,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
03/03/2025,2025,Q1'25,Adact,Optimove,Control,M&A,Yes,0.0,100.0,Platform&Tech,Tech,Estonia,Eastern Europe,2019.0,,https://adact.me/,Optimove Acquires Adact to Elevate AI-Orchestrated Gamification,https://www.optimove.com/blog/optimove-acquires-adact,UNDISCLOSED,3916,m&a control (incl. lbo/mbo),M&A,,,,,,,,,,,,,,,,,,,,,,
04/03/2025,2025,Q1'25,Kadokawa Corporation,Tencent (SEHK: 700),"PIPE, Other",Public offering,No,39.3,1.11,Gaming,PC&Console,Japan,Asia,1964.0,Men,https://ir.kadokawa.co.jp/global/,"China-based tech giant Tencent Holdings (SEHK: 700) has acquired shares in Japan-based multimedia company Kadokawa Corporation for an undisclosed sum. Tencent purchased 1.11% of newly issued shares, increasing its total ownership to 7.97%, following its previous acquisition of a 6.86% stake for $264m in Nov'21. It comes after Sony's acquisition of a 10% stake in Kadokawa for $318.5m in Jan'25.",https://www.gadgets360.com/games/news/tencent-raises-stake-fromtsoftware-parent-kadokawa-share-purchase-sony-report-7845064,DISCLOSED,3920,pipe,Public offering,753.0,IMPORTED,Kadokawa,"TYO: 9468, 9468.TYO, Kadokawa Corporation","Kadokawa Corporation (TYO: 9468),Kadokawa Corporation (9468.TYO)",Strategic / CVC,1964.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,2.0,21/06/2025 20:10,,29/08/2025 15:51,sergeyevdokimov1@gmail.com,"Kadokawa, TYO: 9468, 9468.TYO, Kadokawa Corporation, JP, Eastern Asia, https://ir.kadokawa.co.jp/global/"
04/03/2025,2025,Q1'25,Studio Sasanqua,Founder,Seed round,Early-stage VC,No,0.0,,Gaming,PC&Console,Japan,Asia,2025.0,Men,https://studiosasanqua.com/,Japan-based PC & Console game studio Studio Sasanqua has raised an undisclosed amount from its founder. Studio Sasanqua will focus on developing small-scale titles based on original IP for PC & Console using Unreal Engine.,https://www.gamesindustry.biz/former-netease-director-self-funds-new-studio-to-ensure-management-protects-creators,UNDISCLOSED,3922,seed,Early-stage investment,656.0,IMPORTED,Studio Sasanqua,,,Strategic / CVC,2025.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:09,,21/06/2025 20:09,,
05/03/2025,2025,Q1'25,iAgent Protocol,"Double Jump.Tokyo (DJT), PG Capital, Q42, IBC Group, Team Alliance, Frekaz Group, Cointribune, Expert Dojo, dingaling, Grail eth, Zeneca",Seed round,Early-stage VC,Yes,3.0,,Platform&Tech,Blockchain-powered,United States,North America,2023.0,,https://www.iagentpro.com/,iAgent Protocol raised $3M funding round,https://crypto-fundraising.info/blog/iagent-protocol-raised-3m-funding-round/,DISCLOSED,3923,seed,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
07/03/2025,2025,Q1'25,Brag House,Undisclosed,IPO,Public offering,No,5.9,,Esports,Esports,United States,North America,2020.0,Men,https://corp.braghouse.com/,Brag House Holdings Successfully Completes $5.9 Million IPO with Legal Counsel from Lucosky Brookman,https://www.lucbro.com/news/detail/10727/brag-house-holdings-successfully-completes-5-9-million-ipo,DISCLOSED,3929,listing (ipo/spac),Public offering,992.0,IMPORTED,Brag House,,,Strategic / CVC,2020.0,USA,North America,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:11,,21/06/2025 20:11,,
11/03/2025,2025,Q1'25,Pragma,"Square Enix, Greylock Partners, Upfront Ventures, Insight Partners",Series B+,Late-stage VC,No,12.75,,Platform&Tech,Tech,United States,North America,2020.0,Men,https://pragma.gg/,"US-based backend game engine developer Pragma has raised $12.75m from Square Enix (TSE: 9684) and other undisclosed funds. The investment will primarily support product development and M&A activity. This funding round brings the company's total funding to nearly $51m. Pragma is developing its proprietary backend engine, which enables game developers to manage matchmaking, analytics, monetization, and player data in multiplayer titles. In Feb'25, the company acquired Netherlands-based playtest software company FirstLook.",https://venturebeat.com/games/pragma-raises-12-75m-for-backend-game-engine-for-live-services-games,DISCLOSED,3933,undisclosed late-stage,Late-stage investment,686.0,IMPORTED,Pragma,,,Strategic / CVC,2020.0,USA,North America,Private,Platform & Tech,,,Generalist,,,1.0,21/06/2025 20:10,,21/06/2025 20:10,,
11/03/2025,2025,Q1'25,Integrated Reality Labs,Undisclosed,Seed round,Early-stage VC,Yes,1.5,,Gaming,Mobile,United States,North America,2023.0,,https://www.playslap.com/irl,"US-based mobile game developer Integrated Reality Labs has raised $1.5m in a pre-Seed funding round from a group of angel investors. The funds will support the launch of Slap IRL, a real-world multiplayer mobile title built on the company's proprietary technology platform. Integrated Reality Labs plans to develop additional real-world multiplayer games after its release.",https://mobilegamer.biz/integrated-reality-labs-raises-1-5m-to-launch-real-world-multiplayer-game-slap-irl/,DISCLOSED,3937,seed,Early-stage investment,2829.0,IMPORTED,Integrated Reality Labs,,,Strategic / CVC,2023.0,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,AI/ML,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
12/03/2025,2025,Q1'25,Wolf Games,Undisclosed,Seed round,Early-stage VC,Yes,4.0,,Gaming,Mobile,United States,North America,2022.0,Men,https://www.wolfgames.net/,"US-based game developer Wolf Games has raised $4.5m in a pre-Seed funding round from angel investors. The company is developing Public Eye, an investigation game that leverages AI to generate daily murder mystery quests. The game launched in the summer of 2024.",https://techcrunch.com/2025/03/12/wolf-games-backed-by-law-order-creator-uses-ai-to-create-murder-mystery-games/?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAEJgiJe0o6e-79FjkWDdS0GDM19Jc_YG5GG0s8gbaJt5wmJmaCOWlbga30pw0DekWZETHODT9Mz6mnfSxv0trITppz3RmbblcbUChc1HXgiHC3olzeLzE_bs2ZJV9wq_1jgCiMMlzE1qH6DgvlUHM6DM4ahCeETDZPctx0VIj0CG,DISCLOSED,3941,seed,Early-stage investment,3063.0,IMPORTED,Wolf Games,,,Strategic / CVC,2022.0,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,AI/ML,Generalist,,,0.0,29/06/2025 13:47,,29/06/2025 13:47,,
13/03/2025,2025,Q1'25,Blackbird Interactive,Emona Capital,Growth,Late-stage VC,No,0.0,,Gaming,PC&Console,Canada,North America,2007.0,,https://blackbirdinteractive.com/,"Canada-based PC & Console game developer Blackbird Interactive has received a minority investment from Emona Capital, with a further strategic partnership. The funds will support the development of new titles and external projects. This deal is part of Blackbird Interactive's new strategic plan for long-term stability. The company has developed Hardspace: Shipbreaker and Homeworld 3.",https://techcouver.com/2025/03/13/blackbird-interactive-restructures-for-growth-amid-industry-shifts/,UNDISCLOSED,3945,growth / expansion (not specified),Late-stage investment,2834.0,IMPORTED,Blackbird Interactive,,,Strategic / CVC,2007.0,Canada,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:22,,21/06/2025 20:22,,
14/03/2025,2025,Q1'25,Sugarverse,Undisclosed,Seed round,Early-stage VC,No,1.0,,Platform&Tech,Blockchain-powered,Switzerland,Western Europe,2022.0,,https://www.sugarverse.io/,"Sugarverse, the innovative gaming studio dedicated to creating sustainable and rewarding in-game economies, has achieved a major milestone by successfully closing a $1 million USD funding round.","https://tezos.com/media-center/2025/sugarverse-funding/#:~:text=Sugarverse%2C%20the%20innovative%20gaming%20studio,%241%20million%20USD%20funding%20round.",DISCLOSED,3946,seed,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
14/03/2025,2025,Q1'25,VoicePatrol,GapMinder,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Tech,United States,North America,2024.0,Men,http://www.voicepatrol.dev/,"GapMinder invests in VoicePatrol, startup that protects against toxic behavior in multiplayer games",https://start-up.ro/gapminder-invests-in-voicepatrol-startup-that-protects-against-toxic-behavior-in-multiplayer-games/,UNDISCLOSED,3948,seed,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
17/03/2025,2025,Q1'25,Ephyra,Becker Ventures,Series A,Early-stage VC,No,10.5,,Platform&Tech,Blockchain-powered,Vietnam,Asia,,Men,https://www.ephyra.ai/,Ephyra Secures $10.5M in Series A Funding,https://gam3s.gg/news/web3-gaming-startups-raise-millions/,DISCLOSED,3949,series a,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
17/03/2025,2025,Q1'25,Mobalytics,ESL FACEIT Group,Control,M&A,No,11.25,100.0,Esports,Esports,United States,North America,2016.0,,https://mobalytics.gg/ ,ESL FACEIT Group has announced it has acquired North American analytics platform Mobalytics,"https://esportsinsider.com/2025/03/esl-faceit-group-mobalytics-acquisition#:~:text=ESL%20FACEIT%20Group%20has%20announced,game%20developers%20and%20esports%20organisations.",DISCLOSED,3951,m&a control (incl. lbo/mbo),M&A,1268.0,IMPORTED,Mobalytics,,,Strategic / CVC,2016.0,USA,North America,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
19/03/2025,2025,Q1'25,G2 Esports,"WISE Ventures (lead) / Minnesota Vikings, The Tornante, Wilf family",Series B,Late-stage VC,No,0.0,,Esports,Esports,Germany,Western Europe,2014.0,,https://g2esports.com/?srsltid=AfmBOop8D0LkbC0V4EP-h4PbgD5yvCoSeRgRXckC5Ttlov8T1kspAWJ7,"Germany-based esports organization G2 Esports has raised an undisclosed seven-figure amount in a Series B funding round led by WISE Ventures, with participation from the Minnesota Vikings, The Tornante and Wilf family. The funds will support G2 Esports' global expansion, including entry into new titles, investments in the Call of Duty League, and enhanced fan engagement initiatives. G2 Esports previously established a strategic partnership with the Wilf family in 2023, which facilitated the takeover of Minnesota Rokkr's slot in the Call of Duty League.",https://esportsinsider.com/2025/03/g2-esports-seven-figure-investment-round,UNDISCLOSED,3956,series b,Late-stage investment,1122.0,IMPORTED,G2 Esports,,,Strategic / CVC,2014.0,Germany,Western Europe,Private,Esports,,,Generalist,,,1.0,21/06/2025 20:12,,21/06/2025 20:12,,
25/03/2025,2025,Q1'25,Tarta Labs,"BITKRAFT Ventures (lead) / Spartan Group, IVC, HashKey Capital, Gam3Girl Ventures",Seed round,Early-stage VC,No,4.5,,Platform&Tech,Blockchain-powered,,,2025.0,,https://x.com/TartaLabs,"Tarta Labs Secures $4.5 Million in Pre-seed Funding to Develop ""Spot Zero"" - A 3D Anime-Style ARPG",https://www.globenewswire.com/news-release/2025/03/25/3049054/0/en/Tarta-Labs-Secures-4-5-Million-in-Pre-seed-Funding-to-Develop-Spot-Zero-A-3D-Anime-Style-ARPG.html,DISCLOSED,3960,seed,Early-stage investment,,,,,,,,,,,,,,,,,,,,,,
25/03/2025,2025,Q1'25,Planetarium Labs,"Spartan Group, Immutable, Marblex, Comma3 Ventures",Series A+,Early-stage VC,No,2.0,,Platform&Tech,Blockchain-powered,Singapore,Asia,2022.0,Men,https://www.planetariumlabs.com,"Singapore-based web3 gaming company Planetarium Labs has raised $2m from Spartan Group, Immutable, Marblex, Comma3 Ventures, and other investors. The funds will support gameplay improvements and community expansion for the company's web3 RPG, Immortal Rising 2. Planetarium Labs also plans a token emission at the end of Mar'25. The company secured a $32m Series A funding round in Jul'22.",https://www.pocketgamer.biz/planetarium-labs-secures-3m-funding-to-expand-immortal-rising-2/,DISCLOSED,3962,undisclosed early-stage,Early-stage investment,972.0,ENABLED,Planetarium Labs,"Planetarium, Nine Chronicles",Nine Chronicles (Planetarium),Strategic / CVC,2022.0,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,8.0,21/06/2025 20:11,,29/08/2025 15:53,sergeyevdokimov1@gmail.com,"Planetarium Labs, Planetarium, Nine Chronicles, SG, Southeast Asia, https://www.planetariumlabs.com"
