ID,Status*,Announcement date*,Target Company,"Transaction Size*, $M",Transaction Type*,Transaction Category*,closed date,To be closed,Lead Investor / Acquirer,Other Investors,Source URL*,Description*,Transaction UUID,"Equity Value at Listing, $M",Internal information,signature company,signature date,signature investor,signature deal type,source data,created at
280,ON APPROVAL,2021-03-16,Overwolf,52.0,Series C,Late-stage Investments,2021-03-16,0,"Griffin Gaming Partners, Insight Partners","Intel, Kevin Chou, Liberty Media, Marker, Meg Whitman, Ubisoft Entertainment, Warner Music Group",https://medium.com/overwolf/announcing-our-series-c-and-what-is-next-for-the-in-game-creator-economy-693bedd4c01c,"<p>Israel-based modding platform Overwolf has raised $52.5m in Series C round, led by Griffin Gaming Partners and Insight Partners.</p>",9444ee76-d688-4468-8714-8915276b184f,,<p>&nbsp;</p>,overwolf,21march,griffingamingpartnersinsightpartners,seriesc,,2025-07-24 08:46:05
279,ON APPROVAL,2023-03-07,Believer Entertainment,55.0,Series A,Early-stage Investments,2023-03-07,0,Lightspeed Venture Partners,"1Up Ventures, Andreessen Horowitz, BITKRAFT Ventures, Cleveland Avenue, Riot Games, Tornante Company",https://www.businesswire.com/news/home/20230307005258/en,"<p>Newly established game developer Believer Entertainment has raised $55m in a Series A fuding round led by Lightspeed Venture Capital, with participation from a16z, Bitkraft Ventures, Riot Games, 1UP Ventures</p>",d1c039a5-6b04-43cd-be1a-bcf3823ecb2b,,<p>&nbsp;</p>,believerentertainment,23march,lightspeedventurepartners,seriesa,,2025-07-24 08:37:44
278,ON APPROVAL,2022-08-23,Ready Player Me,56.0,Series B,Late-stage Investments,2022-08-23,0,Andreessen Horowitz,"Collab+Currency, D'Amelio family, David Baszucki, Endeavor, Hartbeat Ventures, Justin Kan, Konvoy Ventures, Punk6529, Riccardo Zacconi, Sebastian Knutsson",https://www.businesswire.com/news/home/20220823005485/en,"<p>Ready Player Me, a cross-game avatar platform that allows users to explore virtual worlds with one consistent identity, has closed a $56M Series B round led by Andreessen Horowitz (a16z), with participation from other notable investors including David Baszucki, co-founder of Roblox, Justin Kan, co-founder of Twitch, Sebastian Knutsson &amp; Riccardo Zacconi, King Games co-founders, sports and entertainment company Endeavor, Kevin Hart’s Hartbeat Ventures, D’Amelio family, Punk6529, Snowfro, Collab Currency, Plural, Konvoy Ventures, Robin Chan, co-founder of Fractal, and more.</p>",0d3e1bbc-7cc0-4d68-aa7b-30d000cace34,,<p>&nbsp;</p>,readyplayerme,22august,andreessenhorowitz,seriesb,,2025-07-24 08:29:23
277,ON APPROVAL,2024-07-09,Volley,58.0,Series C,Late-stage Investments,2024-07-09,0,"Lightspeed Venture Partners, Microsoft Corporation","Alumni Ventures, Amazon, BITKRAFT Ventures, Boost VC, Causeway Media Partners, Gaingels, General Catalyst, Riverside Company, Waverley Capital, Y Combinator",https://www.volleygames.com/post/announcing-volleys-55m-series-c,"<p>US-based multiplatform games developer Volley has raised $55m in Series C funding led by Microsoft's M12 Ventures and Lightspeed Venture Partners, with participation from Causeway Media Partners, General Catalyst, Amazon Alexa Fund, BITKRAFT Ventures, Boost VC, Alumni Ventures, and other investors. The funds will fuel the company’s R&amp;D and scale production pipeline.</p>",f1cde377-283f-4ac4-987d-711871e40f01,,<p>&nbsp;</p>,volley,24july,lightspeedventurepartnersmicrosoftcorporation,seriesc,,2025-07-24 08:04:33
276,ON APPROVAL,2021-09-14,Immutable,60.0,Series B,Late-stage Investments,2021-09-14,0,"BITKRAFT Ventures, King River Capital","AirTree Ventures, Alameda Research, Apex Capital, Fabric Ventures, Galaxy Interactive, Prosus Ventures, Reinventure, VaynerFund",https://cryptobriefing.com/immutable-raises-60m-scale-nfts-ethereum/,"<p>Australia-based tech platform created to monetize NFTs in games Immutable raised $60m in Series B round led by Bitkraft Ventures and King River, with participation from others. The funding will be used for expanding the global engineering and sales teams, and to strengthen partnerships with gaming companies.</p>",777f7f18-3e16-449c-826e-b8d728b17c05,,<p>&nbsp;</p>,immutable,21september,bitkraftventureskingrivercapital,seriesb,,2025-07-24 07:49:15
275,ON APPROVAL,2022-02-10,Everyrealm,60.0,Series A,Early-stage Investments,2022-02-10,0,Andreessen Horowitz,"Coinbase Ventures, Dapper Labs, Dragonfly Capital, Hashed, Liberty City Ventures, Lightspeed Venture Partners, NGC Ventures",https://decrypt.co/92664/metaverse-everyrealm-raises-60m-andreessen,"<p>Everyrealm, formerly known as Republic Realm, has raised a $60 million Series A round led by Andreessen Horowitz. The firm invests in and develops virtual land in metaverse games, including The Sandbox and Decentraland.</p>",d8aeb3be-523e-4bf7-9507-56e506ea90f3,,<p>&nbsp;</p>,everyrealm,22february,andreessenhorowitz,seriesa,,2025-07-24 07:31:27
274,ON APPROVAL,2022-05-03,AccelByte,60.0,Series B,Late-stage Investments,2022-05-03,0,SoftBank,"Galaxy Interactive, NetEase, Sony Group Corporation",https://techcrunch.com/2022/05/03/accelbyte-a-backend-services-platform-for-game-developers-raises-60m-led-by-softbank-vision-fund-2/,"<p>US-based software developer AccelByte has raised $60m in a Series B round led by SoftBank Vision Fund 2, with participation from Sony Interactive Entertainment, Galaxy Interactive, and NetEase. The proceeds will support further development of the AccelByte platform that helps game developers to build, scale and operate live service games.</p>",72da2965-23ac-4364-b7da-cc94d6b25be9,,<p>&nbsp;</p>,accelbyte,22may,softbank,seriesb,,2025-07-24 07:27:16
273,ON APPROVAL,2021-10-20,Animoca Brands,65.0,Undisclosed Late-stage,Late-stage Investments,2021-10-20,0,Undisclosed,"Dragonfly Capital, Liberty City Ventures, Sequoia Capital, Ubisoft Entertainment",https://www.animocabrands.com/animoca-brands-raises-usd65000000-at-usd2200000000-valuation,"<p>Hong-Kong-based blockchain and NFT gaming company Animoca Brands has raised $65m in Series B+ funding round with the participation of Liberty City Ventures, Ubisoft Entertainment, Sequoia China, and others. With this round, the company’s valuation has reached $2.2B. The funding will be used for strategic investments and acquisitions, product development, and licenses for popular intellectual property.</p>",75c9570b-891f-4796-bf26-6f10acf5188f,,<p>&nbsp;</p>,animocabrands,21october,undisclosed,undisclosedlate-stage,,2025-07-24 07:25:31
272,ON APPROVAL,2021-11-17,Overwolf,75.0,Series D,Late-stage Investments,2021-11-17,0,Andreessen Horowitz,"Griffin Gaming Partners, Insight Partners, Intel, Liberty Technology Venture Capital, Marker",https://medium.com/overwolf/announcing-overwolfs-series-d-led-by-andreessen-horowitz-a16z-546837d90bc4,"<p>Israeli-based modding platform Overwolf has raised $75m of Series D funding in a round led by Andreessen Horowitz (a16z). Other participants of the round include Griffin Gaming Partners, Insight Partners, Intel Capital, Liberty Technology Venture Capital, and Marker. Griffin Gaming Partners and Insight Partners were the lead investors in Overwolf’s previous $52m round, closed back in Mar’21.&nbsp;</p>",a9b0694c-e282-465e-ac65-cfc5747df2f1,,<p>&nbsp;</p>,overwolf,21november,andreessenhorowitz,seriesd,,2025-07-23 17:50:07
271,ON APPROVAL,2022-03-17,FRVR,76.0,Series A,Early-stage Investments,2022-03-17,0,Hiro Capital,"Accel, Makers Fund",https://www.gamesindustry.biz/articles/2022-03-17-frvr-raises-usd76m-to-expand-casual-games-platform,"<p>Casual games platform Frvr raised $76 million in a funding round led by Hiro Capital. The investment will go towards securing more ""high-quality"" titles for its platform, with contributions from Accel and Makers Fund as well.</p>",2105a491-10cf-42ea-b3eb-94b57cc0e8fa,,<p>&nbsp;</p>,frvr,22march,hirocapital,seriesa,,2025-07-22 12:47:42
270,ON APPROVAL,2021-04-08,Tripledot Studios,78.0,Series A,Early-stage Investments,2021-04-08,0,"Access Industries, Eldridge, Lightspeed Venture Partners",,https://venturebeat.com/2021/04/08/tripledot-raises-78-million-for-london-based-mobile-game-studio/,"<p>London­based casual mobile game developer Tripledot Studios has raised $78m in Series A round with<br>participation from Eldridge, Access Industries, and Lightspeed Venture Partners.&nbsp;</p>",1548ac9d-9534-4340-bfb6-3362603997db,,<p>&nbsp;</p>,tripledotstudios,21april,accessindustrieseldridgelightspeedventurepartners,seriesa,,2025-07-22 12:46:20
269,ON APPROVAL,2021-06-25,VRChat,80.0,Series D,Late-stage Investments,2021-06-25,0,Anthos Capital,"GFR Fund, Makers Fund",https://www.businesswire.com/news/home/20210625005073/en,"<p>VR social platform VRChat has closed an $80m Series D round led by Anthos Capital, with participation from Makers Fund and other investors. The funding will help the platform to develop its own creator economy and support its user-generated content model.</p>",e445a50c-2491-4361-9c3b-a6a61907fe03,,<p>&nbsp;</p>,vrchat,21june,anthoscapital,seriesd,,2025-07-22 12:43:54
268,ON APPROVAL,2024-06-05,Pika,80.0,Series B,Late-stage Investments,2024-06-05,0,Spark Capital,"Greycroft, Lightspeed Venture Partners, Makers Fund, Neo",https://pika.art/blog,"<p><a href=""https://pika.art/"">Pika</a><span style=""background-color:rgb(255,255,255);color:rgb(49,68,117);"">, a startup developing artificial intelligence solutions to generate videos on command, has raised USD 80 million in Series B funding from a myriad of investors. The round was led by Spark Capital and saw participation from Greycroft, Lightspeed Venture Partners, Neo, Makers Fund, Jared Leto, and Craig Kallman.</span></p>",64aee393-b3ae-4084-975e-56dc89033fd4,,<p>&nbsp;</p>,pika,24june,sparkcapital,seriesb,,2025-07-22 12:42:39
267,ON APPROVAL,2024-08-06,Hybe IM,80.0,Undisclosed Late-stage,Late-stage Investments,2024-08-06,0,Makers Fund,"HYBE Corporation, IMM Investment",https://venturebeat.com/games/south-koreas-hybe-im-raises-80m-for-games/,"<p>South Korea-based Hybe IM, a subsidiary of media conglomerate Hybe, has secured $80m in a funding round led by Makers Fund, with participation from IMM Investment and Hybe. The funds will be used to expand Hybe IM’s capabilities as a full-service game company, including global expansion and in-house game development. The company is already realizing this strategy with its recent investment in the South Korea-based mobile games developer Action Square in Feb’24.</p>",3e7221c5-2716-4972-80d6-6bfe507a5c89,,<p>&nbsp;</p>,hybeim,24august,makersfund,undisclosedlate-stage,,2025-07-22 12:37:16
266,ON APPROVAL,2021-11-02,The Sandbox,93.0,Undisclosed Late-stage,Late-stage Investments,2021-11-02,0,SoftBank,"Animoca Brands, Galaxy Interactive, Liberty City Ventures, True Global Ventures",https://medium.com/sandbox-game/we-raised-93m-to-grow-the-sandbox-open-nft-metaverse-a8a2a0411d90,<p>Canada-based studio behind user-generated gaming platform on the Ethereum blockchain The Sandbox has raised $93m from Softbank Vision Fund 2. The funding will be used to grow The Sandbox open NFT metaverse.</p>,eb882495-c93a-4af3-ace5-0c9d866839e0,,<p>&nbsp;</p>,thesandbox,21november,softbank,undisclosedlate-stage,,2025-07-22 12:31:42
265,ON APPROVAL,2023-09-01,Second Dinner Studios,100.0,Series B,Late-stage Investments,2023-09-01,0,Griffin Gaming Partners,NetEase,https://www.gamesindustry.biz/second-dinner-raises-100m-in-series-b-funding-round,"<p style=""margin-left:0px;"">Second Dinner has secured $100 million in a Series B funding round led by Griffin Gaming Partners.</p><p style=""margin-left:0px;"">The Marvel Snap developer has partnered with the investment firm, and will continue to operate independently.</p><p style=""margin-left:0px;"">It will use the investment to develop new titles, incubate an original IP, and continue growth.</p>",8ad6daf9-3008-46bb-b563-22267b3a43e2,,<p>&nbsp;</p>,seconddinnerstudios,23september,griffingamingpartners,seriesb,,2025-07-22 12:05:27
264,ON APPROVAL,2020-09-21,Playco,100.0,Series A,Early-stage Investments,2020-09-21,0,"Buckley Ventures, Sequoia Capital","Caffeinated Capital, Digital Garage, Dreamers VC, KSK Angel Fund, Makers Fund, Mistletoe, Sisu Game Ventures, Sozo Ventures",https://venturebeat.com/2020/09/21/playco-raises-100-million-at-1-billion-valuation-for-instant-games-across-platforms/,"<p>Tokyo-based instant games developer Playco Global has raised $100m at a $1B post-money valuation in Series A round. Sequoia Capital Global Equities and Josh Buckley led the round with participation from Sozo Ventures, Caffeinated Capital, KSK Angel Fund, Mistletoe Singapore, Digital Garage, Dreamers VC, and Makers Fund. With initial plans to raise $60m, Playco expanded the fundraising to allow more investors to join the round</p>",cda1bf94-bbcf-4137-9282-a915989532e5,,<p>&nbsp;</p>,playco,20september,buckleyventuressequoiacapital,seriesa,,2025-07-22 12:01:33
263,ON APPROVAL,2022-01-04,Parametrix.ai,100.0,Series B,Late-stage Investments,2022-01-04,0,Sequoia Capital,"5Y Capital, Gaorong Capital",https://dailyalts.com/chinese-ai-startup-parametrix-raises-100m-turns-unicorn/,"<p><span style=""background-color:rgb(255,255,255);color:rgb(58,58,58);"">Chinese AI company </span><a href=""https://chaocanshu.cn/""><u>Parametrix.ai</u></a><span style=""background-color:rgb(255,255,255);color:rgb(58,58,58);""> has raised $100 million in a Series B round led by Sequoia China and joined by existing investors 5Y Capital and Gaorong Capital. Though the valuation was not disclosed, Parametrix has joined the hallowed unicorn club (&gt;$1 billion) after the funding. (</span><a href=""https://pandaily.com/parametrix-ai-completes-round-b-of-financing-led-by-sequoia-china/""><u>Pandaily</u></a><span style=""background-color:rgb(255,255,255);color:rgb(58,58,58);"">)</span></p>",4eb63676-89f0-4bcb-8ec1-e3f8c6e9ddc0,,<p>&nbsp;</p>,parametrix.ai,22january,sequoiacapital,seriesb,,2025-07-22 11:42:53
262,ON APPROVAL,2020-06-30,Discord,100.0,Undisclosed Late-stage,Late-stage Investments,2020-06-30,0,Index Ventures,Institutional Venture Partners,https://techcrunch.com/2020/06/30/discord-now-has-a-3-5b-valuation-and-100m-for-a-sales-pitch-lighter-on-the-gaming/,"<p>Communication platform for gamers Discord has secured $100 million funding at a post-money valuation of $3,5b. The round was led by London-based VC firm Index Ventures. Using these investments, Discord plans to grow its audience by expanding beyond gaming industry and positioning itself as a place for all the people and communities.</p>",faa292be-51ed-4877-ac50-5f889302ff1b,,<p>&nbsp;</p>,discord,20june,indexventures,undisclosedlate-stage,,2025-07-22 11:04:49
261,ON APPROVAL,2022-10-17,Stability AI,101.0,Seed,Early-stage Investments,2022-10-17,0,"Coatue Management, Lightspeed Venture Partners",O'Shaughnessy Ventures,https://techcrunch.com/2022/10/17/stability-ai-the-startup-behind-stable-diffusion-raises-101m/,"<p>Stability AI, the company funding the development of open source music- and image-generating systems like Dance Diffusion and Stable Diffusion, today announced that it raised $101 million in a funding round led by Coatue and Lightspeed Venture Partners with participation from O’Shaughnessy Ventures LLC. The tranche values the company at $1 billion post-money, according to a Bloomberg source, and comes as the demand for AI-powered content generation accelerates.</p>",0ef6517b-a7d5-4077-bbc6-9e73c94643a4,,<p>&nbsp;</p>,stabilityai,22october,coatuemanagementlightspeedventurepartners,seed,,2025-07-22 11:03:08
260,ON APPROVAL,2024-01-18,Build A Rocket Boy,110.0,Series D,Late-stage Investments,2024-01-18,0,RedBird Capital,"Galaxy Interactive, NetEase",https://www.pocketgamer.biz/news/83249/gta-v-lead-developer-leslie-benzies-raises-110m-for-build-a-rocket-boys-flagship-trio-of-projects/,"<p>UK-based games developer Build A Rocket Boy has raised $110m in a Series D funding round led by RedBird Capital Partners, with NetEase Games and Galaxy Interactive participation. RedBird Capital’s partner Julia Wittlin will join the studio’s board of directors. The funding will fuel the development of the company’s projects: user-generated Arcadia tools, the action-adventure game MindsEye, and the open-world experience and creation tool Everywhere.</p>",6f6af4d7-7b17-40ff-b96d-80f7a5fcb9dc,,<p>&nbsp;</p>,buildarocketboy,24january,redbirdcapital,seriesd,,2025-07-22 10:59:28
259,ON APPROVAL,2021-07-15,Genvid Technologies,113.0,Series C,Late-stage Investments,2021-07-15,0,"Atreides Management, Valor Equity Partners","Cobalt Capital, Galaxy Interactive, Horizons Ventures, Lux Capital, Makers Fund, NTT Docomo, OCA Ventures, Samsung, Third Point, XN",https://variety.com/2021/digital/news/genvid-funding-cindy-holland-massive-interactive-live-events-1235019615/,"<p>Genvid Holdings is the parent company of Genvid Entertainment and Genvid Technologies, a developer of interactive livestreaming technologies and services. The Series C funding round of $113 million brings the company, founded in 2016 a spinoff of Japanese game giant Square Enix, to a total of $166 million in funding to dat</p>",f9f67a4a-0a94-4775-953e-1d8946f14af7,,<p>&nbsp;</p>,genvidtechnologies,21july,atreidesmanagementvalorequitypartners,seriesc,,2025-07-22 10:56:04
258,ON APPROVAL,2020-07-06,Caffeine,113.0,Series D,Late-stage Investments,2020-07-06,0,"Cox Enterprises, Fox Corporation, Sanabil Investments","Andreessen Horowitz, Greylock Partners",https://esportsobserver.com/caffeine-investment/,"<p>San Francisco-based streaming platform Caffeine has secured $113m in a Series D funding round, putting the company’s current valuation at more than $600m. The round was co-led by Cox Enterprises, Fox Corporation and Sanabil Investments, with participation from existing investor Andreessen Horowitz and Greylock Partners</p>",61ad8288-5963-4c2b-94c2-b2e712309f2d,,<p>&nbsp;</p>,caffeine,20july,coxenterprisesfoxcorporationsanabilinvestments,seriesd,,2025-07-22 10:36:40
257,ON APPROVAL,2022-02-14,Tripledot Studios,116.0,Series B,Late-stage Investments,2022-02-14,0,20VC,"Access Industries, Eldridge, Lightspeed Venture Partners",https://techcrunch.com/2022/02/14/tripledot-snaps-up-116m-at-a-1-4b-valuation-as-casual-mobile-games-become-serious-business/,"<p>London­based casual mobile game developer Tripledot Studios has raised $116m in Series B round&nbsp;<br>participation from Eldridge, Access Industries, and Lightspeed Venture Partners.</p>",7971d494-138d-4c37-8212-886964fd74a0,,<p>&nbsp;</p>,tripledotstudios,22february,20vc,seriesb,,2025-07-22 10:23:35
256,ON APPROVAL,2024-05-21,Suno AI,125.0,Series B,Late-stage Investments,2024-05-21,0,Lightspeed Venture Partners,"Founder Collective, Matrix Partners",https://suno.com/blog/fundraising-announcement-may-2024,<p>Suno has raised $125 million to build a future where anyone can make music</p>,81e6937c-be24-4e1e-ad7f-3f4a3e050961,,<p>&nbsp;</p>,sunoai,24may,lightspeedventurepartners,seriesb,,2025-07-22 10:06:26
255,ON APPROVAL,2020-02-26,Roblox,150.0,Undisclosed Late-stage,Late-stage Investments,2020-02-26,0,Andreessen Horowitz,"Altos Ventures, Meritech Capital Partners, Temasek, Tencent, Tiger Global",https://techcrunch.com/2020/02/26/roblox-raises-150m-series-g-led-by-andreessen-horowitz-now-valued-at-4b/,"<p>Online gaming platform Roblox, now home to 115 million largely Gen Z players per month, announced today it has raised $150 million in Series G funding, led by Andreessen Horowitz’s late-stage venture fund. The company will also open a tender offer for up to $350 million of common and preferred shares, it says.</p>",964f1671-1eea-4ffa-9db2-7466402667d5,,<p>&nbsp;</p>,roblox,20february,andreessenhorowitz,undisclosedlate-stage,,2025-07-22 09:39:50
254,ON APPROVAL,2021-11-04,Mythical Games,150.0,Undisclosed Late-stage,Late-stage Investments,2021-11-04,0,Andreessen Horowitz,"D1 Capital Partners, FTX, Galaxy Interactive, RedBird Capital, The Raine Group, YZi Labs",https://www.businesswire.com/news/home/20211104005468/en/Mythical-Games-Raises-150M-in-Series-C-Funding-Led-by-Andreessen-Horowitz-at-1.25B-Valuation,"<p>US-based Mythical Games has raised $150m at $1.25B valuation to launch Blankos Block Party — an open-world multiplayer game, powered with blockchain technology and focused on NFTs. This is the fourth round of the company. Previously, Mythical Games raised $75m in Jun’21, $19m in Nov’20, and $16m in Nov’18.</p>",e42d73ee-b7db-430e-bc2d-76d367692b05,,<p>&nbsp;</p>,mythicalgames,21november,andreessenhorowitz,undisclosedlate-stage,,2025-07-22 09:35:22
253,ON APPROVAL,2021-09-09,Mobile Premier League,150.0,Series E,Late-stage Investments,2021-09-09,0,Legatum Capital,"Argor Capital Management, Base Partners, Founders Circle Capital, Government of Singapore Investment Corporation, Moore Strategic Ventures, Play Ventures, RTP Global, Sequoia Capital, Telstra Ventures",https://www.gamesindustry.biz/articles/2021-09-16-mobile-premier-league-raises-usd150-million,"<p>India-based esports matchmaking platform Mobile Premier League has raised $150m in Series E funding round, reaching a $2.3B valuation. The round was led by Dubai-based Legatum Capital firm.</p>",8205058f-495c-481e-bb50-cae66b409de2,,<p>&nbsp;</p>,mobilepremierleague,21september,legatumcapital,seriese,,2025-07-22 09:27:40
252,ON APPROVAL,2022-04-07,Improbable,100.0,Undisclosed Late-stage,Late-stage Investments,2022-04-07,0,"Andreessen Horowitz, SoftBank",CMT Digital,https://digitaltwininsider.com/2022/10/05/metaverse-startup-improbable-raises-100m-at-3b-valuation/,"<p style=""margin-left:0px;"">London-based metaverse startup Improbable is on track to close a $100m (£88m) fundraise at a valuation of more than $3bn (£2.64bn) as the company seeks profitability.</p><p style=""margin-left:0px;"">Founded in 2012, Improbable develops metaverse infrastructure that allows game developers, academic institutions, businesses, and other enterprises to create their own virtual worlds.</p>",93b080f3-f4de-44d6-98f8-4fbb32459df9,,<p>&nbsp;</p>,improbable,22april,andreessenhorowitzsoftbank,undisclosedlate-stage,,2025-07-22 09:04:29
251,ON APPROVAL,2021-10-06,Sky Mavis,152.0,Series B,Late-stage Investments,2021-10-06,0,Andreessen Horowitz,"Accel, Konvoy Ventures, Paradigm Ventures",https://venturebeat.com/2021/10/06/sky-mavis-raises-152m-at-nearly-3b-valuation-for-axie-infinity-play-to-earn-nft-game/,"<p>Vietnamese blockchain-based games developer Sky Mavis has raised $152m at a nearly $3B valuation. The round was led by Andreessen Horowitz with participation from Accel, Paradigm, Konvoy, and others.</p>",35d7e2b1-312e-48da-acc2-b710ed8d2ff5,,<p>&nbsp;</p>,skymavis,21october,andreessenhorowitz,seriesb,,2025-07-22 08:57:57
250,ON APPROVAL,2022-03-03,Thatgamecompany,160.0,Undisclosed Late-stage,Late-stage Investments,2022-03-03,0,"Sequoia Capital, TPG",,https://www.gamesindustry.biz/thatgamecompany-receives-usd160m-investment,"<p>US-based multiplatform games developer thatgamecompany has received a $160m investment from TPG and Sequoia. The proceeds will be used to support the live-ops and late-game content development for the studio’s latest title Sky: Children of Light, and the expansion of the team.</p>",411b27e3-b23b-45cb-a9d9-64fa8e7f18c7,,<p>&nbsp;</p>,thatgamecompany,22march,sequoiacapitaltpg,undisclosedlate-stage,,2025-07-22 08:55:41
249,ON APPROVAL,2020-03-19,Scopely,200.0,Series D,Late-stage Investments,2020-03-19,0,NewView Capital,"Advance Publications, Baillie Gifford, BlackRock, CPP Investments, Greycroft, Revolution Growth, Sands Capital, The Chernin Group, Velvet Sea Ventures",https://techcrunch.com/2020/03/19/gaming-company-scopely-adds-200-million-more-to-its-ma-stockpile/,"<p>Scopely, the mobile gaming publisher has added another $200m to its $200m round D hoard of cash for mergers and acquisitions</p>",a9cc581e-17e3-4135-a1d7-c7e7b2dabcd4,,<p>&nbsp;</p>,scopely,20march,newviewcapital,seriesd,,2025-07-22 08:42:44
248,ON APPROVAL,2022-08-29,Limit Break,200.0,Undisclosed Late-stage,Late-stage Investments,2022-08-29,0,Buckley Ventures,"Anthos Capital, Coinbase Ventures, FTX, Paradigm Ventures, Shervin Pishevar, Standard Crypto, SV Angel",https://thecoinrise.com/limit-break-generates-200m-to-develop-new-blockchain-game/,<p>US-based blockchain NFT mobile games developer Limit Break has raised $200m to make a new kind of blockchain game</p>,d3f936d1-d942-47aa-92e4-c1dfbb89b6b6,,<p>&nbsp;</p>,limitbreak,22august,buckleyventures,undisclosedlate-stage,,2025-07-22 08:32:53
246,ON APPROVAL,2022-01-17,Dream Games,255.0,Series C,Late-stage Investments,2022-01-17,0,Index Ventures,"Balderton Capital, Institutional Venture Partners, Kora Management, Makers Fund",https://www.cnbc.com/2022/01/18/turkish-mobile-gaming-startup-dream-games-raises-255-million.html,<p>Turkey-based mobile games studio Dream Games has raised $255m in Series C funding at a $2.75B valuation. The round was led by Index Ventures with participation from others. This is the third funding round for the company since its Series A in Mar’21. Since then the company has increased the number of staff to 80 people and plans to add 120 more. Funding will go towards the company’s growth and development of new titles.</p>,38dca97c-05eb-41fe-b381-7e0237a63044,,<p>&nbsp;</p>,dreamgames,22january,indexventures,seriesc,,2025-07-21 17:54:06
245,ON APPROVAL,2022-09-08,Mysten Labs,300.0,Series B,Late-stage Investments,2022-09-08,0,FTX,"Andreessen Horowitz, Apollo, Coinbase Ventures, Franklin Templeton, Jump Crypto, YZi Labs",https://news.bitcoin.com/sui-developer-mysten-labs-raises-300-million-to-address-web3-scalability/,"<p><strong>Mysten Labs, developer of a new blockchain project called Sui, raised $300 million in its latest funding round. The round, which was led by FTX ventures, also had the support of A16z crypto, Jump Crypto, Apollo, Binance Labs, Franklin Templeton, and Coinbase Ventures, among others</strong></p>",8abb5cd6-81c7-4502-9954-db57ce2f0e53,,<p>&nbsp;</p>,mystenlabs,22september,ftx,seriesb,,2025-07-21 17:50:49
244,ON APPROVAL,2020-10-28,Scopely,340.0,Series E,Late-stage Investments,2020-10-28,0,Wellington Management,"Battery Ventures, BlackRock, CPP Investments, Greycroft, Highland Capital Partners, NewView Capital, Revolution Growth, TSG Consumer Partners",https://techcrunch.com/2020/10/28/scopely-raises-340-million-at-a-3-3-billion-valuation-as-gaming-grabs-investors-interest/,<p>California-based mobile game developer and publisher Scopely has raised $340m in Series E funding at $3.3B valuation.&nbsp;</p>,9955ae4e-10f3-4224-b46d-e0520a3bba34,,<p>&nbsp;</p>,scopely,20october,wellingtonmanagement,seriese,,2025-07-21 17:13:49
243,ON APPROVAL,2022-01-18,Animoca Brands,358.9,Undisclosed Late-stage,Late-stage Investments,2022-01-18,0,Liberty City Ventures,"10T Holdings, C Ventures, Delta Fund, Gemini Frontier Fund, Gobi Partners, Kingsway Capital, Pacific Century Group, ParaFi Capital, Senator Investment Group, Sequoia Capital",https://www.animocabrands.com/animoca-brands-raises-usd358888888-at-usd5b-valuation-to-grow-the-open-metaverse,"<p>Hong Kong-based blockchain-powered games developer and publisher Animoca Brands has raised $358.88m in a recent round of funding with a total valuation of $5B. The round was led by Liberty City Ventures with participation from the others. The funding will be used to fund strategic acquisitions and investments, product development, and licenses for popular IPs.</p>",720c903a-65ae-4fff-ab17-1e7c5d8e9bf7,,<p>&nbsp;</p>,animocabrands,22january,libertycityventures,undisclosedlate-stage,,2025-07-21 17:03:09
242,ON APPROVAL,2021-09-21,1047 Games,100.0,Series B,Late-stage Investments,2021-09-21,0,Lightspeed Venture Partners,"Anthos Capital, Draper Dragon, Draper  University, Galaxy Interactive, Human Capital, Insight Partners, Lakestar, vgames",https://techcrunch.com/2021/09/14/1047-games-raises-100m-on-the-runaway-success-of-its-debut-title-splitgate/,"<p>US-based PC&amp;console games developer 1047 Games has raised $100m in its third financing round this year. Such investor attention is caused by the success of Splitgate Arena Warfare — a free-to-play multiplayer shooter with Portal-inspired mechanics, which has been downloaded more than 13m times.</p>",158c62d0-e4eb-4fdd-96e8-154fa33f57f9,,<p>&nbsp;</p>,1047games,21september,lightspeedventurepartners,seriesb,,2025-07-21 15:32:35
241,ON APPROVAL,2021-05-24,1047 Games,6.5,Seed,Early-stage Investments,2021-05-24,0,Galaxy Interactive,"1Up Ventures, Lakestar, vgames",https://venturebeat.com/2021/05/24/1047-games-raises-6-5m-to-develop-free-to-play-shooter-slipgate/,"<p>1047 Games has raised $6.5 million to for further development of its free-to-play, Portal-like shooter game Splitgate. Galaxy Interactive led the round, with participation from VGames, Lakestar, and 1Up Ventures.</p>",9d842934-74d7-4799-9304-a94171f8cda9,,<p>&nbsp;</p>,1047games,21may,galaxyinteractive,seed,,2025-07-21 15:03:49
240,ON APPROVAL,2024-12-17,Agave Games,18.0,Series A,Early-stage Investments,2024-12-17,0,"Balderton Capital, Felix Capital",e2vc,https://www.balderton.com/news/agave-games-secures-18-million-series-a-to-expand-hit-game-find-the-cat-and-develop-new-titles/,<p>Turkey-based mobile games developer Agave Games has secured $18m in a Series A funding round co-led by Felix Capital and Balderton Capital</p>,890b8d99-9b4d-41bd-b74a-4f31847048d2,,<p>&nbsp;</p>,agavegames,24december,baldertoncapitalfelixcapital,seriesa,,2025-07-17 18:34:35
