id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,ig_role
,TO BE CREATED,Tribe Capital (lead),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Tribe Capital (lead),http://notenoughinformation.com,3358,lead
9834,IS INCOMPLETE,Trifecta Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Trifecta Capital, notenoughinformation, notenoughinformation",,2819,participant
9162,IS INCOMPLETE,Trinito,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Trinito, notenoughinformation, notenoughinformation",,2491,participant
3423,ENABLED,Triple O Games,"Triple O Studios, Battle Derby",Triple O Studios (Battle Derby),Strategic / CVC,2019,Spain,Southern Europe,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,06/07/2025 10:12,,29/08/2025 15:53,sergeyevdokimov1@gmail.com,"Triple O Games, Triple O Studios, Battle Derby, ES, Southern Europe, https://tripleogames.com/",,955,target
,TO BE CREATED,Triple Point Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Triple Point Ventures,http://notenoughinformation.com,"2677, 4072","participant, participant"
10082,IS INCOMPLETE,Triptyq Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Triptyq Capital, notenoughinformation, notenoughinformation",,2823,participant
2124,IMPORTED,Triternion,,,Strategic / CVC,2017,Slovenia,Southern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:17,,21/06/2025 20:17,,,https://triternion.com/,2336,target
3430,IMPORTED,Triumph,,,Strategic / CVC,2020,USA,North America,Private,Other,,Cash/Skill-based/RMG,Generalist,,,0,06/07/2025 10:13,,06/07/2025 10:13,,"Triumph, US, North America",https://triumpharcade.com/,2802,target
3425,IMPORTED,Trophy Games,CPSE:TGAMES,Trophy Games (CPSE:TGAMES),Strategic / CVC,2006,Denmark,Nordic Countries,Private,Other,,Cash/Skill-based/RMG,Generalist,,,4,06/07/2025 10:12,,29/08/2025 15:58,sergeyevdokimov1@gmail.com,"Trophy Games, CPSE:TGAMES, DK, Nordic Countries, https://trophy-games.com/",,966,target
2966,IMPORTED,True Gamers,,,Strategic / CVC,2019,United Arab Emirates,Middle East,Private,Esports,,,Generalist,,,0,29/06/2025 13:38,,29/06/2025 13:38,,,https://truegamers.world/,4005,target
1516,IMPORTED,Trufan,,,Strategic / CVC,2018,Canada,North America,Private,Platform & Tech,,,Generalist,,,1,21/06/2025 20:14,,21/06/2025 20:14,,,,896,target
9998,IS INCOMPLETE,Tull Investment Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Tull Investment Group, notenoughinformation, notenoughinformation",,1033,participant
3048,IMPORTED,Tunga Games,,,Strategic / CVC,2019,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,29/06/2025 13:45,,29/06/2025 13:45,,,https://tungagames.com/,3078,target
,TO BE CREATED,Twenty Eleven,,,Strategic / CVC,2011,Japan,Asia,Private,Platform & Tech,Platform & Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Twenty Eleven, Japan, Asia",http://2011.co.jp/,3970,target
,TO BE CREATED,Twin Path Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Twin Path Ventures,http://notenoughinformation.com,4150,lead
2155,IMPORTED,Twisted Pixel,,,Strategic / CVC,2006,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:17,,21/06/2025 20:17,,,http://www.TwistedPixelGames.com,2391,target
3309,IMPORTED,Tworogue Games,,,Strategic / CVC,2016,Cyprus,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/07/2025 18:35,,08/07/2025 09:01,naumvano@gmail.com,"Tworogue Games, CY, Middle East, https://tworogue.com/",,1367,target
1087,IMPORTED,UTA Acquisition,,UTA Acquisition Corporation,Strategic / CVC,2021,USA,North America,Private,Other,,,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,,1594,target
,TO BE CREATED,"Ubisoft - Cold Fear, I Am Alive, Child of Eden, Grow Home, Grow Up (IP Sale)",,,Strategic / CVC,2005,France,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Ubisoft - Cold Fear, I Am Alive, Child of Eden, Grow Home, Grow Up (IP Sale), France, Western Europe",https://www.businesswire.com/news/home/20250826081788/en/Atari-Announces-Strategic-IP-Agreement-With-Ubisoft-To-Revive-Five-Acclaimed-Titles,4170,target
219,ENABLED,Ubisoft Entertainment,,,Strategic / CVC,1986,France,Western Europe,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,11,19/04/2025 10:39,naumvano@gmail.com,25/04/2025 10:18,naumvano@gmail.com,,http://www.ubisoft.com,"583, 3092","target, target"
864,IMPORTED,Ubitus,,,Strategic / CVC,2013,China,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,http://www.ubitus.net/en/index.html,"902, 3281","target, target"
2467,IMPORTED,Ultimate Endgamers League,,,Strategic / CVC,2020,USA,North America,Private,Esports,,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://ultimateendgamersleague.com/,3123,target
10042,IS INCOMPLETE,Ultra,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Ultra, notenoughinformation, notenoughinformation",https://ultra.io/,"2799, 3977","participant, target"
571,IMPORTED,Umuro Game,,Umuro,Strategic / CVC,2017,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:09,,21/06/2025 20:09,,,https://umuro.net/,2459,target
612,IMPORTED,Unchained Entertainment,City State Entertainment,"Unchained Entertainment (ex City State Entertainment),City State Entertainment",Strategic / CVC,2011,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:09,,28/08/2025 22:31,sergeyevdokimov1@gmail.com,"Unchained Entertainment, City State Entertainment, US, North America, https://citystateentertainment.com/",http://CityStateEntertainment.com,2480,target
366,ENABLED,Undisclosed,,Undisclosed company,Venture Capital & Accelerators,1900,USA,North America,Private,,,,Generalist,0,,36,04/05/2025 10:43,naumvano@gmail.com,04/05/2025 10:43,naumvano@gmail.com,,,"4, 16, 28, 33, 37, 50, 51, 68, 70, 76, 88, 94, 95, 109, 128, 137, 146, 151, 157, 164, 177, 199, 208, 210, 211, 218, 233, 239, 241, 246, 257, 274, 287, 290, 298, 302, 308, 309, 311, 313, 316, 330, 332, 336, 339, 340, 350, 365, 366, 367, 372, 374, 381, 386, 391, 395, 400, 402, 413, 420, 423, 428, 429, 434, 435, 454, 455, 456, 457, 458, 459, 464, 467, 478, 482, 487, 489, 490, 492, 494, 495, 501, 506, 523, 535, 536, 542, 548, 551, 552, 555, 559, 561, 577, 583, 584, 586, 592, 602, 614, 618, 628, 640, 653, 656, 661, 666, 672, 677, 687, 694, 695, 698, 702, 707, 711, 717, 731, 743, 761, 766, 771, 778, 788, 789, 797, 801, 807, 808, 815, 822, 825, 836, 841, 844, 849, 852, 865, 867, 878, 879, 881, 883, 884, 886, 890, 896, 901, 906, 908, 909, 914, 917, 918, 920, 921, 928, 933, 938, 939, 942, 944, 955, 961, 966, 969, 970, 981, 986, 988, 1004, 1006, 1009, 1012, 1016, 1036, 1038, 1042, 1051, 1060, 1070, 1084, 1094, 1101, 1103, 1105, 1132, 1133, 1138, 1161, 1164, 1170, 1172, 1186, 1203, 1253, 1296, 1312, 1321, 1338, 1341, 1344, 1422, 1435, 1459, 1467, 1514, 1522, 1541, 1542, 1547, 1571, 1582, 1584, 1585, 1588, 1594, 1613, 1616, 1631, 1635, 1698, 1725, 1752, 1768, 1769, 1782, 1791, 1793, 1818, 1847, 1849, 1859, 1886, 1896, 1923, 1965, 1971, 1973, 1974, 1982, 2003, 2021, 2057, 2078, 2096, 2098, 2106, 2107, 2114, 2116, 2129, 2158, 2169, 2175, 2177, 2198, 2213, 2236, 2262, 2272, 2353, 2354, 2358, 2365, 2366, 2369, 2396, 2409, 2415, 2431, 2449, 2459, 2472, 2480, 2485, 2489, 2491, 2496, 2510, 2511, 2513, 2518, 2522, 2540, 2549, 2575, 2602, 2606, 2607, 2613, 2624, 2633, 2642, 2653, 2656, 2662, 2681, 2683, 2690, 2692, 2695, 2696, 2736, 2738, 2757, 2777, 2780, 2781, 2782, 2784, 2788, 2790, 2795, 2797, 2798, 2799, 2807, 2808, 2810, 2811, 2829, 2832, 2844, 2846, 2849, 2856, 2884, 2888, 2889, 2891, 2915, 2917, 2931, 2940, 2946, 2964, 2978, 2982, 2992, 2997, 3004, 3005, 3015, 3025, 3033, 3039, 3049, 3070, 3092, 3100, 3102, 3105, 3110, 3119, 3121, 3123, 3126, 3131, 3132, 3134, 3136, 3139, 3140, 3142, 3148, 3150, 3182, 3188, 3209, 3217, 3229, 3232, 3242, 3250, 3260, 3262, 3263, 3269, 3283, 3286, 3287, 3288, 3290, 3304, 3328, 3332, 3333, 3335, 3338, 3345, 3346, 3353, 3365, 3379, 3389, 3394, 3396, 3404, 3419, 3423, 3429, 3439, 3442, 3460, 3462, 3468, 3470, 3497, 3506, 3508, 3511, 3513, 3523, 3525, 3526, 3527, 3530, 3538, 3541, 3550, 3558, 3561, 3565, 3566, 3569, 3575, 3596, 3608, 3640, 3643, 3655, 3662, 3670, 3675, 3684, 3691, 3694, 3718, 3722, 3741, 3750, 3761, 3767, 3769, 3770, 3773, 3788, 3789, 3805, 3808, 3813, 3819, 3824, 3827, 3847, 3848, 3854, 3858, 3909, 3912, 3923, 3929, 3933, 3937, 3941, 3946, 3962, 3964, 3982, 3983, 3990, 4005, 4022, 4034, 4059, 4062, 4071, 4095, 4116, 4132, 4137, 4138, 4141, 4143, 4158, 4177, 4178, 4180, 4183, 4184","lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead"
,TO BE CREATED,Unico Studio,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Unico Studio,http://notenoughinformation.com,1755,lead
11166,IS INCOMPLETE,Unicorn India Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:55,,30/08/2025 18:55,,"Unicorn India Ventures, notenoughinformation, notenoughinformation",,2492,lead
,TO BE CREATED,Unicorn Verse,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Unicorn Verse,http://notenoughinformation.com,4171,lead
2978,IMPORTED,United Gamers,,,Strategic / CVC,2020,Spain,Southern Europe,Private,Esports,,,Generalist,,,0,29/06/2025 13:39,,29/06/2025 13:39,,,,542,target
380,ENABLED,Unity Software,,,Strategic / CVC,2004,USA,North America,Public,Platform & Tech,,,Generalist,,,21,09/05/2025 15:03,kmlfatkh@gmail.com,15/05/2025 07:50,naumvano@gmail.com,,https://unity.com/,1547,target
1501,IMPORTED,Universally Speaking,,,Strategic / CVC,2005,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,,857,target
,TO BE CREATED,Untamed Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Untamed Ventures,http://notenoughinformation.com,4084,participant
1571,IMPORTED,Untold Tales,,,Strategic / CVC,2020,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,,1036,target
10444,IS INCOMPLETE,Upfront Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,7,30/08/2025 18:54,,30/08/2025 18:54,,"Upfront Ventures, notenoughinformation, notenoughinformation",,3933,participant
724,IMPORTED,Upland,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,,"AI/ML, Blockchain/web3",Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.upland.me/,1488,target
2629,IMPORTED,Uppercut Games,,,Strategic / CVC,2011,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://www.uppercut-games.com/,3487,target
,TO BE CREATED,Uptopia,,,Strategic / CVC,1800,United States,North America,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Uptopia, United States, North America",https://uptopia.xyz/,4090,target
8103,IS INCOMPLETE,VESPA Inc,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"VESPA Inc, notenoughinformation, notenoughinformation",,3135,lead
2373,IMPORTED,VRFabric,,,Strategic / CVC,2020,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,http://www.vrfabric.com/,2884,target
678,IMPORTED,VSPN,,,Strategic / CVC,2016,China,Eastern Asia,Private,Esports,,,Generalist,,,2,21/06/2025 20:10,,21/06/2025 20:10,,,,"721, 700","target, lead"
8866,IS INCOMPLETE,Valhalla Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,5,30/08/2025 18:53,,30/08/2025 18:53,,"Valhalla Ventures, notenoughinformation, notenoughinformation",,2802,participant
10265,IS INCOMPLETE,VanEck,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:54,,30/08/2025 18:54,,"VanEck, notenoughinformation, notenoughinformation",,3730,lead
983,IMPORTED,Vanta,,,Strategic / CVC,2020,USA,North America,Private,Esports,,,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,https://www.vanta.gg/,3497,target
,TO BE CREATED,Variant,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Variant,http://notenoughinformation.com,4116,participant
813,IMPORTED,Veloce,,,Strategic / CVC,2018,United Kingdom,British Isles,Private,Esports,,,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,,339,target
,TO BE CREATED,Velocity Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Velocity Capital,http://notenoughinformation.com,4072,participant
9822,IS INCOMPLETE,Venture Catalysts,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Venture Catalysts, notenoughinformation, notenoughinformation",,2819,participant
10399,IS INCOMPLETE,Venture to Future Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:54,,30/08/2025 18:54,,"Venture to Future Fund, notenoughinformation, notenoughinformation",,3759,participant
674,IMPORTED,Versus Systems,CNSX:VS,"Versus Systems (CNSX:VS),Versus Systems Inc. (CNSX:VS)",Strategic / CVC,2014,USA,North America,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:10,,28/08/2025 20:41,sergeyevdokimov1@gmail.com,"Versus Systems, CNSX:VS, US, North America, https://www.versussystems.com/",https://www.versussystems.com/,"76, 584, 717, 1859, 3033","target, target, target, target, target"
10381,IS INCOMPLETE,Versus Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Versus Ventures, notenoughinformation, notenoughinformation",,4095,participant
,TO BE CREATED,Vertiqal Studios,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Vertiqal Studios,http://notenoughinformation.com,"4187, 4188","lead, lead"
198,ENABLED,Verve Group,"ETR: M8G, Verve Group, Verve,M8G.ST, Media and Games Invest","Media and Games Invest (XTRA:M8G),Media and Games Invest (ETR: M8G)",Strategic / CVC,2005,USA,North America,Public,Platform & Tech,,,Generalist,,,6,18/04/2025 20:13,naumvano@gmail.com,29/08/2025 16:01,sergeyevdokimov1@gmail.com,"Verve Group, ETR: M8G, Verve Group, Verve,M8G.ST, Media and Games Invest, US, North America, https://verve.com/",https://mgi.group/,"918, 1038, 1296, 467, 561","target, target, target, target, target"
1041,IMPORTED,Vic Game Studios,,,Strategic / CVC,2020,South Korea,Eastern Asia,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,https://www.vicgamestudios.com/,3386,target
9584,IS INCOMPLETE,Victor Yushchenko,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Victor Yushchenko, notenoughinformation, notenoughinformation",,3102,participant
1530,IMPORTED,Victory Square Technologies,,Victory Square Technologies' subsidiary Immersive Tech,Strategic / CVC,2012,Canada,North America,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,,938,target
812,IMPORTED,Vindex,,,Strategic / CVC,2019,USA,North America,Private,Esports,,,Generalist,,,1,21/06/2025 20:10,,21/06/2025 20:10,,,,336,target
2640,IMPORTED,Vintorog,,,Strategic / CVC,2023,Russia,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://vintorog.com/,3511,target
2980,IMPORTED,Virtuix,,,Strategic / CVC,2000,USA,North America,Private,Other,,,Generalist,,,0,29/06/2025 13:39,,29/06/2025 13:39,,,http://virtuix.com/,"402, 1101","target, target"
11063,IS INCOMPLETE,Visionplus,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Visionplus, notenoughinformation, notenoughinformation",,218,participant
2386,IMPORTED,Visual Arts,,,Strategic / CVC,1991,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,http://visual-arts.jp/,2923,target
11184,IS INCOMPLETE,Vitalbridge,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Vitalbridge, notenoughinformation, notenoughinformation",,86,participant
,TO BE CREATED,VoicePatrol,,,Strategic / CVC,2024,United States,North America,Private,Platform & Tech,Platform & Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"VoicePatrol, United States, North America",http://www.voicepatrol.dev/,3948,target
2641,IMPORTED,Volter AI,,,Strategic / CVC,2023,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,,3513,target
3171,IMPORTED,W4 Games,,,Strategic / CVC,2021,Ireland,British Isles,Private,Platform & Tech,,,Generalist,,,0,29/06/2025 13:58,,29/06/2025 13:58,,,https://www.w4games.com/,"3290, 3550","target, target"
2870,IMPORTED,WARP,,,Strategic / CVC,2024,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,1,21/06/2025 20:22,,21/06/2025 20:22,,,https://warpdao.io/,4034,target
8028,IS INCOMPLETE,WEMIX,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:52,,30/08/2025 18:52,,"WEMIX, notenoughinformation, notenoughinformation",,3479,lead
3720,ENABLED,Wise Ventures,,,Venture Capital & Accelerators,2011,USA,North America,Private,,,,Generalist,,,2,18/08/2025 17:54,vsidv1777@gmail.com,18/08/2025 17:54,vsidv1777@gmail.com,"Wise Ventures, US, North America, https://wiseventuresllc.com/",,3956,lead
8577,IS INCOMPLETE,WW Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:52,,30/08/2025 18:52,,"WW Ventures, notenoughinformation, notenoughinformation",,2491,participant
9663,IS INCOMPLETE,Waterdrip Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:54,,30/08/2025 18:54,,"Waterdrip Capital, notenoughinformation, notenoughinformation",,1612,participant
,TO BE CREATED,Waterfield Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Waterfield Group,http://notenoughinformation.com,303,lead
1474,ENABLED,We're Five Games,Weâ  re Five Games,,Strategic / CVC,2016,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,21/06/2025 20:14,,14/08/2025 08:16,naumvano@gmail.com,"We're Five Games, Weâ  re Five Games, US, North America, https://www.werefivegames.com/",,790,target
2176,ENABLED,WeMade,,,Strategic / CVC,2000,South Korea,Eastern Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,10,21/06/2025 20:18,,29/07/2025 13:55,vsidv1777@gmail.com,"WeMade, KR, Eastern Asia, https://www.wemade.com/",,4166,lead
2401,IMPORTED,Weathered Sweater,,,Strategic / CVC,2000,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://www.weatheredsweater.com/,2953,target
1097,IMPORTED,Well-Link Technologies,,,Strategic / CVC,2019,China,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,,2355,target
1296,IMPORTED,Westgate,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,386,target
2613,IMPORTED,Wevr,,,Strategic / CVC,2010,USA,North America,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://wevr.com/,3446,target
2374,IMPORTED,WhaleApp,,,Strategic / CVC,2018,Israel,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://www.whaleapp.com/,2891,target
11236,IS INCOMPLETE,Whitman,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Whitman, notenoughinformation, notenoughinformation",,547,lead
8846,IS INCOMPLETE,Whitwell & Co,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Whitwell & Co, notenoughinformation, notenoughinformation",,2215,participant
1622,IMPORTED,Whow Games,,,Strategic / CVC,2013,Germany,Western Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,https://www.whow.net/en,4185,target
707,IMPORTED,Wicket Gaming,,,Strategic / CVC,2015,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,2,21/06/2025 20:10,,21/06/2025 20:10,,,https://wicketgaming.com/,"2106, 2496, 2940, 2523","target, target, target, lead"
7927,IS INCOMPLETE,Wild Sloths,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Wild Sloths, notenoughinformation, notenoughinformation",,374,participant
11012,IS INCOMPLETE,Wilf family,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Wilf family, notenoughinformation, notenoughinformation",,3956,participant
11405,IS INCOMPLETE,Win-Win Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Win-Win Fund, notenoughinformation, notenoughinformation",,65,lead
3398,ENABLED,WinZo,,,Strategic / CVC,2016,India,Southern and Central_Asia,Private,Other,,Cash/Skill-based/RMG,Generalist,,,2,06/07/2025 10:12,,24/07/2025 16:57,vsidv1777@gmail.com,"WinZo, IN, Southern and Central_Asia, https://www.winzogames.com/",,"404, 538","target, target"
