id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,investor_role
,IMPORTED,Lanslot,,,Strategic / CVC,2018,France,Western Europe,Private,Platform & Tech,Platform,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lanslot, France, Western Europe",https://lanslot.app/,88,TARGET
,TO BE ENRICHED,Laser Digital (lead),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Laser Digital (lead),,3356,lead
,IMPORTED,Latent Technology,,,Strategic / CVC,2022,United Kingdom,British Isles,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Latent Technology, United Kingdom, British Isles",https://www.latent-technology.com/,4070,TARGET
,TO BE ENRICHED,Lazarte Brothers,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lazarte Brothers,,453,participant
,IMPORTED,Legendary Gaming Group,LGG,Legendary Gaming Group (LGG),Strategic / CVC,2024,Denmark,Nordic Countries,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Legendary Gaming Group, Denmark, Nordic Countries",https://www.legendary.gg,3854,TARGET
,TO BE ENRICHED,Lemniscap,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lemniscap,,4116,participant
,IMPORTED,Lethal Gaming Gear,,,Strategic / CVC,2019,United States,North America,Private,Other,Other,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lethal Gaming Gear, United States, North America",https://www.lethal.gg/,4107,TARGET
,TO BE ENRICHED,LevelUp Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,LevelUp Ventures,,3759,lead
,TO BE ENRICHED,Li Jin,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Li Jin,,453,participant
,TO BE ENRICHED,Liberty City Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Liberty City Ventures,,"1186, 2198","participant, participant"
,IMPORTED,Liberty Pixel,,,Strategic / CVC,2024,Israel,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Liberty Pixel, Israel, Middle East",https://libertypixel.games/,4141,TARGET
,IMPORTED,Lichthund Studio,,,Strategic / CVC,2015,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lichthund Studio, Poland, Eastern Europe",https://lichthund.com/,3394,TARGET
,ENABLED,Liftoff,,,Strategic / CVC,2012,USA,North America,Private,Platform & Tech,Tech,AI/ML,Generalist,,General Atlantic,0,05/09/2025 01:23,,05/09/2025 01:23,,"Liftoff, USA, North America",,674,TARGET
,IMPORTED,Light Hour Games,,,Strategic / CVC,2024,Cyprus,Western Europe,Private,Gaming (Content & Development Publishing),Mobile,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Light Hour Games, Cyprus, Western Europe",https://www.lighthour.games/,4136,TARGET
,TO BE ENRICHED,LightWork Worldwide,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,LightWork Worldwide,,2215,lead
,TO BE ENRICHED,Lightbox,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lightbox,,2819,lead
,TO BE ENRICHED,Lightning Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lightning Capital,,2854,lead
,TO BE ENRICHED,Lightspeed Venture Partners,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lightspeed Venture Partners,,1500,lead
,TO BE ENRICHED,Lilith Games,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lilith Games,,3128,lead
,IMPORTED,Linden Lab,,,Strategic / CVC,1999,United States,North America,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Linden Lab, United States, North America",,303,TARGET
,TO BE ENRICHED,Lion Beat Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lion Beat Capital,,4093,participant
,TO BE ENRICHED,Lionel Messi,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lionel Messi,,2450,lead
,IMPORTED,Liquid Media Group,NASDAQ: YVR,Liquid Media Group (NASDAQ: YVR),Strategic / CVC,1986,Canada,North America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Liquid Media Group, Canada, North America",,917,TARGET
,TO BE ENRICHED,LiquidX,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,LiquidX,,3358,participant
,IMPORTED,Live Tech Games,,,Strategic / CVC,2019,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Live Tech Games, United Kingdom, British Isles",,961,TARGET
,TO BE ENRICHED,Lobby Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lobby Capital,,2419,lead
,TO BE ENRICHED,London Venture Partners,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,London Venture Partners,,"73, 837, 4095","lead, participant, participant"
,TO BE ENRICHED,London Venture Partners (LVP),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,London Venture Partners (LVP),,2823,lead
,TO BE ENRICHED,Long Journey Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Long Journey Ventures,,4055,lead
,IMPORTED,Longdue,,,Strategic / CVC,2024,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Longdue, United Kingdom, British Isles",https://www.longduegames.com/,3694,TARGET
,IMPORTED,Longjiang Network,,,Strategic / CVC,2018,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Longjiang Network, China, Eastern Asia",www.inutan.com/,2676,TARGET
,IMPORTED,Lont Games,,,Strategic / CVC,2023,China,Eastern Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lont Games, China, Eastern Asia",https://www.lont.games/,3338,TARGET
,IMPORTED,Loreworx,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Loreworx, USA, North America",https://www.loreworx.com/,2844,TARGET
,IMPORTED,Loric Games,,,Strategic / CVC,2022,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Loric Games, USA, North America",www.loricgames.com,2420,TARGET
,IMPORTED,Love Games,Yuefu Interactive Entertainment,,Strategic / CVC,2019,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Love Games, China, Eastern Asia",,846,TARGET
,TO BE ENRICHED,Lucid Blue Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lucid Blue Ventures,,1459,participant
,IMPORTED,Lucid Sight,,,Strategic / CVC,2015,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Lucid Sight, USA, North America",https://www.lucidsight.com/,1132,TARGET
,IMPORTED,Luckbox,,,Strategic / CVC,2016,Ireland,British Isles,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Luckbox, Ireland, British Isles",,878,TARGET
,IMPORTED,Lucra Sports,,,Strategic / CVC,2019,USA,North America,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lucra Sports, USA, North America",https://www.lucrasports.com/,3788,TARGET
,TO BE ENRICHED,Ludlow Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Ludlow Ventures,,140,participant
,TO BE ENRICHED,Ludus Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Ludus Ventures,,"4110, 4147","lead, lead"
,IMPORTED,Lumi Interactive,,,Strategic / CVC,2018,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Lumi Interactive, Australia, Australia and New_Zealand",https://www.playkinderworld.com/,2155,TARGET
,TO BE ENRICHED,Luminar Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Luminar Ventures,,"374, 4092","participant, participant"
,IMPORTED,Luminosity Gaming,,,Strategic / CVC,2015,Canada,North America,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Luminosity Gaming, Canada, North America",https://luminosity.gg/,4188,TARGET
,TO BE ENRICHED,Lux Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Lux Capital,,475,participant
,IMPORTED,M-XR,,,Strategic / CVC,2018,United Kingdom,British Isles,Private,Platform & Tech,Tech,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"M-XR, United Kingdom, British Isles",http://m-xr.com,2025,TARGET
,TO BE ENRICHED,MARBLEX,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MARBLEX,,3358,participant
,TO BE ENRICHED,METRIX Capital Group,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,METRIX Capital Group,,1459,participant
,TO BE ENRICHED,MGVC (MY.GAMES),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MGVC (MY.GAMES),,"1367, 1597, 2589","lead, lead, lead"
,IMPORTED,MHG Technologies,Hunter Games,MHG Technologies (Hunter Games),Strategic / CVC,2018,India,Southern and Central_Asia,Private,Platform & Tech,Platform,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MHG Technologies, India, Southern and Central_Asia",,970,TARGET
,TO BE ENRICHED,MOBOX,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MOBOX,,1612,lead
,TO BE ENRICHED,MSA Novo,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MSA Novo,,2145,lead
,IMPORTED,MYBO Game,MYBO,,Strategic / CVC,2009,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MYBO Game, China, Eastern Asia",,376,TARGET
,TO BE ENRICHED,MZ Web3,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MZ Web3,,2482,lead
,TO BE ENRICHED,MZ Web3 fund,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MZ Web3 fund,,2482,participant
,IMPORTED,Macovill,,,Strategic / CVC,2020,South Korea,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Macovill, South Korea, Eastern Asia",https://www.macovill.com/,3881,TARGET
,TO BE ENRICHED,Madrona Venture Group,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Madrona Venture Group,,1646,participant
,TO BE ENRICHED,Magic Eden,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Magic Eden,,"2739, 2799","lead, participant"
,IMPORTED,Magic Potion Games,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Magic Potion Games, USA, North America",https://magicpotiongames.com/,3263,TARGET
,IMPORTED,Mail.ru Group,LSE:MAIL,Mail.ru Group Limited (LSE:MAIL),Strategic / CVC,2005,Russia,Eastern Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mail.ru Group, Russia, Eastern Europe",,455,TARGET
,TO BE ENRICHED,Make It Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Make It Capital,,3815,lead
,TO BE ENRICHED,Makers Fund,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Makers Fund,,"140, 404, 1500, 1970","lead, lead, lead, lead"
,IMPORTED,Making Fun,,,Strategic / CVC,2009,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Making Fun, USA, North America",https://makingfun.com/,2624,TARGET
,TO BE ENRICHED,Malabar Investment,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Malabar Investment,,1964,lead
,TO BE ENRICHED,Mamboo Games,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mamboo Games,,4119,lead
,TO BE ENRICHED,Mapleblock Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mapleblock Capital,,3356,participant
,TO BE ENRICHED,Marblex,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Marblex,,3962,participant
,TO BE ENRICHED,March Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,March Capital,,2306,participant
,TO BE ENRICHED,March Capital Partners,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,March Capital Partners,,547,participant
,TO BE ENRICHED,March Gaming,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,March Gaming,,1176,lead
,TO BE ENRICHED,Mario Suarez,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mario Suarez,,1536,participant
,TO BE ENRICHED,Mark Kingdon,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mark Kingdon,,1462,participant
,TO BE ENRICHED,Mark Pincus,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mark Pincus,,"640, 1286","participant, participant"
,TO BE ENRICHED,Market One Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Market One Capital,,"2781, 2781","participant, participant"
,IMPORTED,Marmalade Games,,,Strategic / CVC,2021,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Marmalade Games, United Kingdom, British Isles",https://www.marmaladegamestudio.com/,1386,TARGET
,TO BE ENRICHED,Marwah Sports,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Marwah Sports,,2880,lead
,TO BE ENRICHED,Mask Network,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mask Network,,1701,participant
,TO BE ENRICHED,Master Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Master Ventures,,2799,participant
,IMPORTED,Matr1x,,,Strategic / CVC,2000,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,2,05/09/2025 01:23,,05/09/2025 01:23,,"Matr1x, Singapore, Southeast Asia",https://matr1x.io/,3147,TARGET
,TO BE ENRICHED,Matrix Partners China,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Matrix Partners China,,1741,lead
,TO BE ENRICHED,Matter Labs,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Matter Labs,,3356,participant
,IMPORTED,Maverick Games,,,Strategic / CVC,2022,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Maverick Games, United Kingdom, British Isles",www.maverick-games.com,2549,TARGET
,TO BE ENRICHED,Maxis Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Maxis Ventures,,4110,participant
,TO BE ENRICHED,Mechanism Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mechanism Capital,,2666,lead
,ENABLED,Medal.tv,,,Strategic / CVC,2015,Netherlands,Western Europe,Private,Platform & Tech,Platform,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Medal.tv, Netherlands, Western Europe",https://medal.tv/,3526,TARGET
,IMPORTED,Medieval Empires,,,Strategic / CVC,2000,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Medieval Empires, Singapore, Southeast Asia",https://www.medievalempires.com/,2795,TARGET
,IMPORTED,Mega Cat Studios,,,Strategic / CVC,2016,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mega Cat Studios, USA, North America",https://www.megacatstudios.com,2592,TARGET
,IMPORTED,MegaFans,Mobile eSports Gaming Fanatics,MegaFans (Mobile eSports Gaming Fanatics),Strategic / CVC,2017,USA,North America,Private,Platform & Tech,Platform,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MegaFans, USA, North America",www.megafans.com,95,TARGET
,TO BE ENRICHED,Megala Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Megala Ventures,,1459,participant
,TO BE ENRICHED,Megazone Cloud,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Megazone Cloud,,2729,lead
,TO BE ENRICHED,Menlo Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Menlo Ventures,,3248,lead
,TO BE ENRICHED,Merak Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Merak Capital,,"4148, 4149, 4167, 4168","lead, lead, lead, lead"
,TO BE ENRICHED,Merit Circle,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Merit Circle,,"2666, 2782","participant, participant"
,TO BE ENRICHED,Meta (NASDAQ: META),,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Meta (NASDAQ: META),,2391,lead
,ENABLED,Meta Games,,,Strategic / CVC,2014,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Meta Games, USA, North America",,366,TARGET
,IMPORTED,MetaGoons,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MetaGoons, USA, North America",https://metagoons.gg/,1725,TARGET
,IMPORTED,MetaGravity.org,,,Strategic / CVC,2021,United Kingdom,British Isles,Private,Platform & Tech,Blockchain-powered,"AI/ML, Blockchain/web3",Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MetaGravity.org, United Kingdom, British Isles",https://www.metagravity.com/,2781,TARGET
,IMPORTED,MetaShot,,,Strategic / CVC,2021,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MetaShot, India, Southern and Central_Asia",https://metashot.in/,4076,TARGET
,IMPORTED,MetaTrace,,,Strategic / CVC,2022,Cyprus,Middle East,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MetaTrace, Cyprus, Middle East",https://metatrace.me/en,"2365, 3335","TARGET, TARGET"
,TO BE ENRICHED,Metacore,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Metacore,,3022,lead
,IMPORTED,Metacorn Games,,,Strategic / CVC,2022,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Metacorn Games, Turkey, Middle East",https://www.metacorngames.com/,2262,TARGET
,TO BE ENRICHED,Metapurse,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Metapurse,,"1070, 1186","participant, participant"
,IMPORTED,MiAO,,,Strategic / CVC,2000,Singapore,Southeast Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MiAO, Singapore, Southeast Asia",https://www.miao.company/,4144,TARGET
,IMPORTED,Microgravity,,,Strategic / CVC,2019,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Microgravity, India, Southern and Central_Asia",,886,TARGET
,ENABLED,Midnight,"Midnight.io, Midnight Evergreen",,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Midnight, USA, North America",http://midnight.io,2485,TARGET
,IMPORTED,Midnight Society,,,Strategic / CVC,2021,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Midnight Society, USA, North America",https://midnightsociety.com/,"2656, 3569","TARGET, TARGET"
,IMPORTED,Midwest Games,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Midwest Games, USA, North America",https://www.midwestgames.com/,3242,TARGET
,IMPORTED,Mighty Kingdom,"ASX:MKL, Mighty Kingdom  (ASX:MKL)",,Strategic / CVC,2010,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,iCandy Interactive,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mighty Kingdom, Australia, Australia and New_Zealand",,656,TARGET
,IMPORTED,Mighty Kingdom,"ASX:MKL, Mighty Kingdom  (ASX:MKL)",,Strategic / CVC,2010,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,iCandy Interactive,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mighty Kingdom, Australia, Australia and New_Zealand",https://www.mightykingdom.com/,"1004, 1365, 3353","TARGET, TARGET, TARGET"
,TO BE ENRICHED,Mikael Bourget,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mikael Bourget,,260,lead
,IMPORTED,Mimunga,,,Strategic / CVC,2025,United States,North America,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mimunga, United States, North America",http://www.mimunga.com/,3842,TARGET
,TO BE ENRICHED,Mind Melt Media,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mind Melt Media,,2215,participant
,IMPORTED,MindArk,,,Strategic / CVC,1999,Sweden,Nordic Countries,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MindArk, Sweden, Nordic Countries",https://www.mindark.com/K2668,2786,TARGET
,TO BE ENRICHED,Mindark Group's Profit Sharing Foundation,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mindark Group's Profit Sharing Foundation,,2786,lead
,IMPORTED,Mineloader Digital,,,Strategic / CVC,2003,China,Asia,Private,Gaming (Content & Development Publishing),Outsourcing/WFH,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mineloader Digital, China, Asia",https://www.mineloader.com/,3835,TARGET
,TO BE ENRICHED,Minnesota Vikings,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Minnesota Vikings,,3956,participant
,ENABLED,Mint Town,,,Strategic / CVC,2022,Japan,Eastern Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mint Town, Japan, Eastern Asia",https://minttown.jp/,3230,TARGET
,TO BE ENRICHED,Mirae Asset Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mirae Asset Capital,,1585,participant
,TO BE ENRICHED,Mirana Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mirana Ventures,,1851,participant
,IMPORTED,Mirrativ,,,Strategic / CVC,1999,Japan,Eastern Asia,Private,Platform & Tech,Platform,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mirrativ, Japan, Eastern Asia",https://www.mirrativ.com/,2476,TARGET
,TO BE ENRICHED,Mitsubishi UFJ Bank,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mitsubishi UFJ Bank,,"3055, 3055","participant, participant"
,TO BE ENRICHED,Mitsubishi UFJ Capital Hirohisa Kunimitsu,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mitsubishi UFJ Capital Hirohisa Kunimitsu,,3100,participant
,TO BE ENRICHED,Mixi,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mixi,,4135,participant
,TO BE ENRICHED,Mizuho Innovation Frontier,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mizuho Innovation Frontier,,3055,participant
,IMPORTED,Mobalytics,,,Strategic / CVC,2016,USA,North America,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mobalytics, USA, North America",https://mobalytics.gg/ ,3951,TARGET
,TO BE ENRICHED,MobilityWare,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MobilityWare,,3868,lead
,ENABLED,Modern Times Group,"MTG, MTG-B.ST","Modern Times Group MTG AB (publ),Modern Times Group (MTG)",Strategic / CVC,1987,Sweden,Nordic Countries,Public,Gaming (Content Development/Publishing),Mobile,,Generalist,,,18,05/09/2025 01:23,,05/09/2025 01:23,,"Modern Times Group, Sweden, Nordic Countries",,928,TARGET
